interaction_id,event_ts,customer_id,property_id,interaction_type,device,source,session_minutes,intent_sentiment
I000000380,2023-08-27,C000866,P000170,View,Mobile,Web,8.8,
I000000381,2025-01-20,C001574,P000675,View,Desktop,Web,4.6,
I000000382,2023-08-18,C000952,P004366,View,Mobile,Web,5.4,
I000000383,2023-07-03,C006474,P003461,View,Mobile,Web,10.2,
I000000384,2024-04-15,C007379,P001937,Inquiry,Mobile,Web,9.5,0.661
I000000385,2024-03-26,C005621,P000207,Visit,Mobile,App,7.7,1.0
I000000386,2024-04-19,C005959,P004125,Visit,Desktop,App,8.0,
I000000387,2025-01-04,C000678,P001243,Inquiry,Desktop,App,13.9,0.216
I000000388,2024-04-22,C001961,P001661,Call,Mobile,Web,13.7,0.221
I000000389,2022-10-20,C002987,P003522,Save,Mobile,App,7.9,
I000000390,2023-04-26,C001170,P002166,View,Mobile,App,5.0,
I000000391,2022-09-12,C007017,P003955,View,Desktop,Web,6.3,
I000000392,2023-10-13,C002063,P000255,Visit,Mobile,Web,7.1,-0.011
I000000393,2024-06-13,C002917,P000427,Save,Desktop,App,4.8,
I000000394,2024-05-05,C000442,P003026,Call,Mobile,Web,7.1,-0.419
I000000395,2023-02-09,C006855,P002701,View,Mobile,Web,5.1,
I000000396,2023-10-29,C000257,P001947,Save,Mobile,Web,5.1,
I000000397,2024-04-22,C005037,P001544,Visit,Mobile,Web,17.8,-0.019
I000000398,2022-08-08,C005384,P002293,Visit,Mobile,App,4.6,0.423
I000000399,2024-12-31,C003723,P001753,Inquiry,Desktop,App,6.3,0.239
I000000400,2024-05-19,C001774,P001118,View,Mobile,Web,5.8,
I000000401,2022-09-13,C001716,P003888,Offer,Desktop,Web,11.9,0.109
I000000402,2024-05-03,C002260,P002674,View,Mobile,Web,3.5,
I000000403,2023-09-26,C003456,P004045,Save,Desktop,App,11.1,
I000000404,2023-10-26,C006921,P000933,View,Mobile,App,1.8,
I000000405,2023-11-07,C000904,P000859,View,Mobile,Web,8.4,
I000000406,2022-05-25,C006934,P001807,View,Mobile,Web,4.3,
I000000407,2022-12-30,C000347,P002289,View,Mobile,Web,13.7,
I000000408,2023-07-15,C001777,P004239,Save,Mobile,App,8.7,
I000000409,2024-03-01,C005352,P003986,View,Desktop,App,15.0,
I000000410,2023-11-06,C002981,P000584,Inquiry,Mobile,Web,10.2,0.597
I000000411,2024-05-28,C007051,P002518,Call,Desktop,App,13.7,0.397
I000000412,2024-11-20,C006676,P002657,View,Desktop,App,5.8,
I000000413,2024-11-22,C001933,P000370,View,Mobile,App,6.5,
I000000414,2024-10-01,C003236,P002380,View,Desktop,App,10.9,
I000000415,2023-12-28,C007447,P000129,View,Mobile,App,6.2,
I000000416,2024-11-14,C005405,P003732,View,Mobile,Web,7.6,
I000000417,2024-10-19,C003910,P001877,Visit,Desktop,Web,9.1,0.506
I000000418,2024-02-12,C007708,P001664,Save,Mobile,Web,9.3,
I000000419,2024-04-24,C004882,P001783,Inquiry,Mobile,Web,6.8,0.671
I000000420,2023-04-20,C007502,P000258,Inquiry,Mobile,App,7.9,0.743
I000000421,2024-10-19,C001973,P000035,Call,Desktop,App,15.8,0.043
I000000422,2023-01-26,C002548,P004464,View,Desktop,Web,10.0,
I000000423,2023-08-03,C001219,P003281,Inquiry,Mobile,App,2.9,0.365
I000000424,2023-04-06,C002786,P001433,View,Mobile,Web,6.6,
I000000425,2023-09-30,C001457,P001132,Inquiry,Mobile,App,4.0,
I000000426,2023-11-25,C007334,P004480,Inquiry,Mobile,Web,3.6,0.686
I000000427,2024-08-03,C005554,P000594,View,Mobile,Web,17.1,
I000000428,2023-12-01,C002942,P001742,Visit,Desktop,Web,4.1,0.129
I000000429,2024-06-20,C007629,P003588,Save,Mobile,App,12.4,
I000000430,2023-10-09,C006521,P002683,Inquiry,Mobile,Web,10.3,0.384
I000000431,2024-08-31,C006118,P003308,Save,Mobile,Web,6.1,
I000000432,2024-08-19,C002588,P002207,View,Mobile,Web,5.4,
I000000433,2024-02-28,C000396,P002887,Call,Mobile,Web,10.6,0.495
I000000434,2023-02-16,C007821,P003667,View,Desktop,App,8.1,
I000000435,2023-04-11,C003691,P000639,View,Mobile,Web,5.4,
I000000436,2023-12-21,C007891,P001355,Visit,Mobile,App,7.7,0.666
I000000437,2023-08-20,C003702,P002902,Visit,Mobile,Web,9.9,0.444
I000000438,2024-10-16,C006224,P000818,View,Mobile,Web,4.3,
I000000439,2022-10-21,C004446,P002262,Visit,Mobile,Web,6.9,0.58
I000000440,2024-03-28,C001854,P000818,View,Desktop,Web,11.0,
I000000441,2023-05-29,C006736,P001259,Visit,Mobile,Web,5.7,0.674
I000000442,2024-10-03,C003653,P002892,View,Mobile,Web,6.2,
I000000443,2022-09-08,C002066,P004153,Save,Mobile,Web,6.8,
I000000444,2023-01-17,C007792,P003446,Save,Mobile,App,5.1,
I000000445,2023-11-07,C006400,P001331,Inquiry,Mobile,Web,8.3,0.353
I000000446,2023-11-15,C000790,P000245,Inquiry,Mobile,Web,13.9,0.697
I000000447,2023-04-05,C004357,P000047,View,Mobile,App,24.8,
I000000448,2024-02-04,C006959,P000204,View,Desktop,Web,10.2,
I000000449,2023-02-15,C004929,P000156,View,Mobile,Web,4.6,
I000000450,2024-10-20,C002690,P001585,View,Mobile,App,6.0,
I000000451,2023-11-10,C007882,P003083,Visit,Mobile,Web,10.1,-0.121
I000000452,2022-12-07,C003113,P000100,Save,Mobile,Web,8.7,
I000000453,2024-04-06,C001898,P002570,Save,Mobile,App,15.8,
I000000454,2024-10-22,C001033,P002812,View,Mobile,Web,3.8,
I000000455,2023-06-01,C003005,P001497,Save,Desktop,App,1.6,
I000000456,2024-10-24,C004576,P000993,View,Mobile,App,8.3,
I000000457,2022-08-24,C004473,P002910,View,Mobile,Web,5.8,
I000000458,2025-01-12,C007273,P002574,Call,Mobile,App,7.6,0.419
I000000459,2022-12-27,C000240,P002349,Call,Mobile,App,10.6,0.332
I000000460,2024-10-06,C006752,P002336,Visit,Mobile,Web,7.9,0.612
I000000461,2024-10-21,C002797,P003467,Inquiry,Mobile,Web,4.1,-0.031
I000000462,2022-07-03,C007871,P002119,View,Mobile,App,14.8,
I000000463,2024-07-26,C000382,P002301,View,Mobile,Web,19.4,
I000000464,2024-01-06,C003999,P000851,View,Mobile,Web,6.8,
I000000465,2023-04-19,C006214,P002749,View,Mobile,App,2.3,
I000000466,2023-05-01,C007074,P004377,Inquiry,,App,16.4,0.483
I000000467,2024-03-25,C005125,P001995,Inquiry,Desktop,App,9.2,0.026
I000000468,2024-09-15,C007713,P000650,View,Desktop,Web,10.5,
I000000469,2024-05-06,C005965,P000522,View,Mobile,App,10.0,
I000000470,2023-07-29,C006771,P002710,Call,Mobile,App,6.5,0.801
I000000471,2024-11-17,C001305,P002259,View,Mobile,Web,3.9,
I000000472,2023-10-05,C000421,P003111,Call,Mobile,Web,8.0,-0.173
I000000473,2024-12-02,C002852,P000498,Visit,Mobile,App,9.4,0.511
I000000474,2024-06-10,C004380,P001095,View,Desktop,Web,3.9,
I000000475,2022-07-29,C000315,P003853,Call,Mobile,Web,8.3,0.265
I000000476,2024-02-13,C000938,P004338,Inquiry,Desktop,Web,6.6,0.453
I000000477,2022-10-21,C000481,P000049,Inquiry,Desktop,App,7.8,-0.548
I000000478,2023-04-28,C000519,P001582,Save,Mobile,Web,6.1,
I000000479,2023-10-30,C001237,P000552,Inquiry,Mobile,Web,15.5,0.327
I000000480,2024-01-01,C002294,P002246,Save,Desktop,Web,9.6,
I000000481,2024-01-31,C003558,P000934,View,Mobile,Web,9.1,
I000000482,2023-06-17,C006854,P002933,View,Mobile,Web,9.0,
I000000483,2023-07-20,C007657,P000585,View,Mobile,Web,4.7,
I000000484,2023-07-22,C005814,P003288,Visit,Mobile,App,4.4,-0.15
I000000485,2023-06-08,C007248,P002063,Inquiry,Desktop,Web,16.1,0.255
I000000486,2024-12-22,C000957,P003061,Save,Mobile,App,19.8,
I000000487,2023-10-22,C001351,P000335,View,Mobile,App,6.8,
I000000488,2024-09-21,C000281,P001255,View,Desktop,Web,9.0,
I000000489,2023-04-25,C004872,P000389,View,Desktop,App,15.8,
I000000490,2023-11-08,C002855,P000263,View,Mobile,Web,10.5,
I000000491,2023-10-29,C004615,P003285,View,Mobile,Web,17.4,
I000000492,2022-11-28,C002249,P002683,Visit,Mobile,Web,7.6,-0.341
I000000493,2024-05-22,C002631,P004399,Call,Mobile,App,12.6,0.001
I000000494,2023-10-14,C005505,P002074,View,Mobile,App,9.8,
I000000495,2023-07-29,C002721,P002258,View,Mobile,Web,10.6,
I000000496,2024-01-08,C005654,P003161,Save,Desktop,Web,19.6,
I000000497,2024-10-02,C002929,P002080,View,Mobile,Web,8.6,
I000000498,2024-09-02,C003450,P001872,Call,Mobile,Web,14.2,0.698
I000000499,2022-12-28,C002245,P003186,View,Mobile,App,20.2,
I000000500,2023-08-30,C001132,P002014,View,Desktop,App,7.8,
I000000501,2024-09-21,C003356,P002322,Save,Desktop,Web,10.1,
I000000502,2023-11-16,C002528,P003838,Save,,App,7.7,
I000000503,2025-01-11,C003314,P001514,Offer,Mobile,App,6.2,1.0
I000000504,2024-03-27,C007280,P002941,Inquiry,Desktop,Web,14.4,0.505
I000000505,2023-08-02,C005892,P000337,Save,Mobile,Web,11.0,
I000000506,2023-12-23,C005085,P002128,View,Mobile,App,4.4,
I000000507,2024-03-27,C005846,P001897,Call,Desktop,App,12.9,
I000000508,2023-09-27,C001872,P001112,View,Mobile,Web,16.2,
I000000509,2024-09-08,C002542,P000143,Inquiry,Mobile,Web,12.0,0.489
I000000510,2024-05-01,C005318,P003328,View,Mobile,Web,2.7,
I000000511,2025-01-10,C003935,P000362,View,Mobile,Web,4.9,
I000000512,2022-08-20,C000295,P000664,View,Mobile,Web,14.4,
I000000513,2023-07-19,C004217,P002655,View,Mobile,Web,11.2,
I000000514,2024-07-18,C001377,P004052,Call,Mobile,Web,13.2,0.253
I000000515,2023-11-20,C007491,P000137,View,Mobile,Web,10.8,
I000000516,2024-07-22,C005324,P000242,Visit,Mobile,Web,9.5,0.677
I000000517,2023-12-10,C004357,P003017,Offer,Mobile,App,9.0,0.988
I000000518,2024-03-10,C003776,P000342,Save,Desktop,App,7.2,
I000000519,2023-06-23,C006387,P001757,Inquiry,Desktop,Web,12.5,0.728
I000000520,2022-06-23,C001868,P001218,Save,Mobile,Web,15.3,
I000000521,2022-05-28,C003878,P000680,Call,Mobile,Web,12.7,-0.451
I000000522,2024-01-15,C001570,P001854,View,Mobile,Web,4.3,
I000000523,2024-02-27,C004465,P002605,View,Mobile,App,16.8,
I000000524,2024-07-16,C002955,P002865,View,Mobile,Web,2.3,
I000000525,2023-03-30,C003240,P003276,View,Mobile,App,7.7,
I000000526,2023-11-17,C005520,P004240,View,Mobile,Web,8.0,
I000000527,2024-01-23,C006194,P003409,Inquiry,Mobile,Web,7.8,0.315
I000000528,2024-07-29,C000785,P001909,View,Mobile,Web,3.9,
I000000529,2023-09-18,C001597,P000395,View,Desktop,Web,10.0,
I000000530,2024-12-20,C003866,P001824,Visit,Mobile,App,10.6,0.281
I000000531,2023-06-08,C004080,P000975,View,Mobile,App,10.0,
I000000532,2024-06-21,C003481,P001674,Offer,Mobile,Web,17.6,0.105
I000000533,2023-04-10,C004220,P003946,Inquiry,Desktop,Web,6.1,1.0
I000000534,2023-11-09,C004970,P001675,Offer,Mobile,Web,4.8,0.268
I000000535,2024-07-09,C001055,P003368,View,Desktop,Web,8.3,
I000000536,2024-06-21,C006737,P002585,View,Desktop,Web,5.1,
I000000537,2023-11-02,C005381,P001925,View,Mobile,Web,5.7,
I000000538,2023-11-04,C001875,P003877,View,Mobile,Web,12.3,
I000000539,2024-04-08,C001724,P001156,Call,Mobile,Web,11.5,
I000000540,2023-08-20,C006271,P004266,Inquiry,Mobile,App,14.2,-0.209
I000000541,2024-02-18,C002359,P001513,View,Desktop,Web,8.7,
I000000542,2023-11-27,C007792,P002461,View,Desktop,App,6.7,
I000000543,2024-02-05,C000014,P001958,Inquiry,Mobile,Web,9.5,1.0
I000000544,2022-04-29,C003746,P003813,View,Desktop,App,5.8,
I000000545,2025-01-03,C001821,P001656,Call,Mobile,Web,5.5,0.741
I000000546,2023-08-11,C004825,P003201,Offer,Desktop,App,3.8,0.486
I000000547,2024-03-22,C002289,P002266,View,Mobile,Web,24.3,
I000000548,2023-06-20,C001249,P002411,View,Mobile,Web,7.2,
I000000549,2023-08-31,C007784,P001473,Save,Desktop,Web,6.0,
I000000550,2023-03-07,C005510,P000996,Offer,Mobile,App,3.0,0.453
I000000551,2022-09-27,C004923,P000898,Inquiry,Desktop,App,6.0,0.579
I000000552,2022-11-13,C001980,P001471,Inquiry,Desktop,Web,4.2,0.087
I000000553,2024-04-18,C003791,P000307,View,Desktop,App,8.9,
I000000554,2024-08-15,C004318,P004357,Call,Mobile,App,13.2,0.138
I000000555,2022-08-11,C005758,P002275,Visit,Desktop,App,3.5,0.359
I000000556,2023-05-03,C004006,P003065,Save,Mobile,Web,8.7,
I000000557,2024-10-21,C007433,P001831,Inquiry,Mobile,Web,11.5,0.422
I000000558,2023-07-03,C004268,P003154,View,Mobile,App,7.3,
I000000559,2022-07-29,C003861,P001639,Inquiry,Desktop,App,11.5,0.669
I000000560,2022-12-22,C000953,P002841,View,Mobile,App,6.7,
I000000561,2024-01-19,C007744,P004096,Save,Desktop,Web,5.7,
I000000562,2022-11-28,C006034,P000745,View,Mobile,App,7.3,
I000000563,2022-11-12,C000343,P001091,Save,Mobile,Web,7.3,
I000000564,2024-10-01,C005574,P003681,View,Desktop,Web,4.9,
I000000565,2022-12-09,C000752,P004484,View,Mobile,Web,3.0,
I000000566,2023-04-11,C001280,P002498,View,Desktop,App,5.0,
I000000567,2023-06-24,C004044,P004158,Save,Desktop,App,3.7,
I000000568,2024-10-30,C004122,P000591,View,Mobile,App,5.4,
I000000569,2023-03-03,C002869,P001924,Offer,Mobile,App,13.5,0.558
I000000570,2024-10-28,C006756,P002223,Call,Mobile,Web,6.0,0.535
I000000571,2024-02-17,C005469,P003504,View,Mobile,App,10.5,
I000000572,2023-10-18,C003338,P002281,View,Mobile,Web,7.8,
I000000573,2024-08-16,C003743,P002743,Inquiry,Mobile,Web,5.0,0.697
I000000574,2024-02-22,C006010,P002377,View,Mobile,App,8.8,
I000000575,2023-03-23,C006230,P001230,Call,Mobile,Web,10.1,0.342
I000000576,2023-09-27,C003540,P000910,Save,Mobile,Web,12.6,
I000000577,2023-05-19,C002401,P001613,View,Mobile,Web,10.2,
I000000578,2023-05-03,C004922,P002160,Inquiry,Mobile,App,18.0,0.601
I000000579,2023-11-08,C004840,P002098,Inquiry,Mobile,Web,2.7,0.228
I000000580,2023-07-12,C001993,P004334,View,Mobile,Web,3.3,
I000000581,2025-03-01,C006120,P003722,Inquiry,Mobile,App,3.7,0.58
I000000582,2024-11-04,C007311,P000774,Save,Desktop,Web,3.3,
I000000583,2024-11-15,C001495,P000461,Save,Desktop,Web,11.7,
I000000584,2023-04-15,C003949,P002758,View,Mobile,App,8.2,
I000000585,2024-07-28,C006766,P002016,Call,Desktop,App,9.0,0.551
I000000586,2023-12-11,C000831,P000849,Save,Mobile,Web,8.9,
I000000587,2023-04-12,C000120,P001935,Save,Desktop,Web,8.6,
I000000588,2024-10-07,C005322,P003543,Inquiry,Mobile,App,10.5,0.396
I000000589,2023-07-27,C004504,P003090,View,Desktop,App,6.0,
I000000590,2024-07-21,C002157,P003358,Inquiry,Mobile,App,9.4,0.146
I000000591,2023-06-16,C000655,P001382,Inquiry,Desktop,Web,7.7,0.479
I000000592,2022-05-18,C000236,P002564,Visit,Mobile,Web,5.0,0.251
I000000593,2022-12-18,C007977,P001465,Inquiry,Mobile,App,9.7,0.298
I000000594,2023-08-18,C004076,P000605,View,Mobile,Web,1.8,
I000000595,2024-06-18,C007616,P002822,View,Mobile,App,6.7,
I000000596,2024-08-07,C003215,P003546,Save,Mobile,Web,8.8,
I000000597,2024-07-22,C005232,P004210,View,Mobile,Web,6.9,
I000000598,2024-03-07,C005336,P001608,Inquiry,Mobile,Web,7.0,0.09
I000000599,2024-10-09,C004844,P001278,View,Mobile,Web,4.7,
I000000600,2024-01-13,C003799,P004153,View,Mobile,Web,5.4,
I000000601,2022-09-27,C006232,P004196,Inquiry,Desktop,Web,7.2,0.334
I000000602,2024-06-13,C007247,P000539,View,Desktop,Web,7.8,
I000000603,2024-04-05,C001503,P004211,View,Mobile,App,6.9,
I000000604,2024-10-26,C005457,P001577,Visit,Mobile,Web,4.9,-0.06
I000000605,2024-09-11,C006537,P004213,Inquiry,Desktop,App,7.9,0.768
I000000606,2024-12-02,C001834,P001089,View,Desktop,App,11.4,
I000000607,2024-06-17,C002634,P000294,View,Mobile,App,7.3,
I000000608,2022-07-13,C007213,P001917,Inquiry,Mobile,App,16.0,0.425
I000000609,2024-03-20,C005397,P000747,Save,Desktop,Web,5.0,
I000000610,2024-12-09,C003712,P000399,View,Desktop,Web,12.5,
I000000611,2022-10-13,C002640,P000512,Call,Desktop,Web,3.1,0.425
I000000612,2024-12-19,C003435,P001227,Save,Mobile,Web,12.0,
I000000613,2024-10-24,C004406,P001449,View,Desktop,Web,7.9,
I000000614,2024-07-28,C006130,P003553,View,Desktop,Web,10.6,
I000000615,2024-11-01,C006849,P003004,Inquiry,Mobile,App,5.3,0.217
I000000616,2023-12-24,C007186,P002350,View,Mobile,Web,14.3,
I000000617,2024-03-19,C000898,P000592,View,Mobile,Web,12.6,
I000000618,2024-09-09,C000470,P001479,View,,Web,5.3,
I000000619,2024-08-17,C006969,P001525,Save,Desktop,App,4.7,
I000000620,2024-04-27,C007938,P003252,View,Mobile,App,5.3,
I000000621,2023-12-17,C000388,P003031,View,Mobile,App,5.3,
I000000622,2024-03-06,C002774,P000517,View,Mobile,Web,6.7,
I000000623,2023-07-01,C006190,P000274,View,Desktop,Web,2.6,
I000000624,2024-10-06,C005613,P003659,Save,Desktop,Web,7.3,
I000000625,2024-02-18,C000719,P001432,Call,Desktop,Web,6.8,0.701
I000000626,2022-07-16,C007109,P003918,Inquiry,Desktop,App,5.5,-0.069
I000000627,2023-04-06,C001721,P000603,View,Mobile,Web,5.7,
I000000628,2023-03-28,C006459,P002400,Inquiry,Mobile,App,8.4,0.467
I000000629,2024-03-19,C004869,P003876,View,Mobile,App,3.6,
I000000630,2023-06-16,C007258,P002813,View,Mobile,App,7.2,
I000000631,2023-05-04,C000056,P001230,View,Mobile,App,6.2,
I000000632,2024-03-22,C001795,P002861,Call,Mobile,Web,10.5,
I000000633,2023-01-12,C004023,P004434,View,Mobile,Web,7.2,
I000000634,2023-11-17,C005155,P002947,Offer,Mobile,Web,10.5,0.284
I000000635,2024-07-05,C004404,P001480,View,Mobile,App,5.8,
I000000636,2022-10-10,C007722,P003594,Visit,Mobile,App,13.2,-0.195
I000000637,2025-03-17,C004932,P001918,Call,Mobile,App,7.3,0.142
I000000638,2024-04-05,C005063,P002130,Save,Mobile,App,8.3,
I000000639,2024-08-12,C000261,P003359,View,Mobile,App,6.9,
I000000640,2023-04-26,C006205,P000643,View,Mobile,App,4.1,
I000000641,2024-08-02,C004038,P003773,View,Desktop,Web,11.5,
I000000642,2023-08-28,C006832,P002321,Offer,Desktop,App,8.4,0.024
I000000643,2023-09-01,C007427,P003452,View,Desktop,App,3.8,
I000000644,2023-05-26,C003146,P000136,View,Mobile,Web,10.2,
I000000645,2024-12-07,C003866,P003417,Visit,Desktop,Web,30.2,0.446
I000000646,2024-10-15,C005204,P003035,View,Mobile,Web,6.4,
I000000647,2024-09-27,C007604,P004209,Save,Mobile,Web,11.3,
I000000648,2022-11-16,C006556,P003448,View,Mobile,App,9.3,
I000000649,2023-09-17,C001432,P003070,Call,Mobile,Web,2.2,-0.255
I000000650,2024-03-10,C001548,P003556,Save,Mobile,App,4.4,
I000000651,2023-04-29,C002754,P001915,View,Mobile,Web,8.4,
I000000652,2024-07-10,C004265,P002997,View,Mobile,Web,7.5,
I000000653,2022-08-18,C006650,P001636,Inquiry,Mobile,App,5.4,0.318
I000000654,2024-10-24,C000791,P001961,View,Mobile,App,7.5,
I000000655,2024-05-03,C006411,P000707,View,Mobile,App,8.1,
I000000656,2022-11-26,C004943,P004356,View,Mobile,Web,7.0,
I000000657,2024-09-30,C003192,P004369,Call,Mobile,App,15.5,0.356
I000000658,2023-06-28,C007385,P003571,Save,Mobile,Web,6.8,
I000000659,2024-06-27,C004110,P001420,Visit,Mobile,Web,14.5,0.876
I000000660,2024-09-15,C002954,P001751,Save,Desktop,App,5.9,
I000000661,2024-11-30,C005507,P000471,Call,Desktop,App,6.8,0.526
I000000662,2024-06-05,C002606,P001397,Save,Mobile,Web,9.0,
I000000663,2024-06-19,C000272,P003771,Offer,Mobile,Web,5.1,0.016
I000000664,2023-09-29,C007063,P004167,View,Mobile,App,5.5,
I000000665,2023-02-06,C006883,P000811,View,Mobile,App,7.8,
I000000666,2023-12-17,C003814,P004297,View,Mobile,App,6.1,
I000000667,2024-11-29,C003666,P002421,View,Desktop,Web,6.8,
I000000668,2023-05-10,C007989,P000572,View,Desktop,Web,8.3,
I000000669,2023-10-31,C007011,P001549,Offer,Mobile,Web,6.2,0.346
I000000670,2023-11-07,C005403,P002786,View,Mobile,Web,6.1,
I000000671,2023-11-28,C004690,P003603,Inquiry,Mobile,App,4.7,0.706
I000000672,2023-10-28,C006880,P001524,Visit,Mobile,Web,10.0,0.153
I000000673,2024-11-26,C002476,P002093,Save,Mobile,App,10.5,
I000000674,2024-11-14,C003393,P004183,Offer,,Web,7.7,-0.012
I000000675,2023-03-21,C001720,P000564,Save,Mobile,Web,21.5,
I000000676,2024-05-15,C003820,P001565,View,Mobile,Web,17.6,
I000000677,2024-10-25,C000107,P003441,View,Mobile,Web,7.5,
I000000678,2023-08-11,C006723,P003310,Call,Mobile,App,6.0,0.632
I000000679,2023-04-12,C002969,P002087,View,Mobile,App,8.9,
I000000680,2024-10-08,C002349,P003355,Call,Mobile,Web,10.5,0.992
I000000681,2024-09-19,C003375,P000500,View,Desktop,App,3.5,
I000000682,2023-01-06,C000986,P001377,Save,Desktop,App,8.7,
I000000683,2024-04-03,C000808,P002615,View,Desktop,Web,2.5,
I000000684,2023-12-08,C003026,P001222,Save,Mobile,App,9.8,
I000000685,2023-10-09,C007312,P002778,View,Mobile,Web,10.5,
I000000686,2022-12-03,C005731,P001322,Visit,Mobile,Web,6.7,0.133
I000000687,2024-11-10,C007130,P003746,View,Mobile,App,8.9,
I000000688,2023-05-03,C006042,P000835,Inquiry,Desktop,App,3.8,0.446
I000000689,2023-11-15,C003986,P002493,View,Desktop,Web,5.1,
I000000690,2023-04-08,C007534,P000785,Save,Mobile,App,7.9,
I000000691,2023-08-24,C001976,P003419,Save,Mobile,Web,14.4,
I000000692,2023-05-11,C004175,P004167,Save,Desktop,App,4.6,
I000000693,2023-10-26,C001348,P003187,View,Mobile,Web,8.9,
I000000694,2023-10-08,C000203,P000088,Save,Mobile,App,23.5,
I000000695,2023-01-29,C006883,P001186,Inquiry,Mobile,App,2.3,0.465
I000000696,2024-09-09,C001576,P003636,Offer,Desktop,App,6.8,-0.077
I000000697,2024-03-09,C001780,P004105,View,Desktop,Web,5.0,
I000000698,2023-11-13,C001315,P001014,Call,Desktop,App,5.8,0.012
I000000699,2024-09-27,C006724,P001152,Visit,Mobile,Web,10.7,0.159
I000000700,2024-05-24,C007062,P003108,Call,Desktop,Web,4.3,0.24
I000000701,2023-09-06,C002940,P003440,View,Desktop,Web,12.3,
I000000702,2023-10-10,C003074,P003606,View,,Web,7.1,
I000000703,2024-04-07,C003307,P004442,Inquiry,Mobile,Web,6.2,-0.19
I000000704,2023-04-13,C007419,P001355,View,Mobile,Web,13.0,
I000000705,2023-06-30,C004693,P002314,View,Mobile,Web,10.2,
I000000706,2024-07-27,C006225,P001529,Save,Desktop,Web,6.0,
I000000707,2023-12-17,C004586,P002284,View,Mobile,App,5.2,
I000000708,2024-06-17,C006705,P000342,Save,Mobile,Web,11.5,
I000000709,2023-08-22,C001376,P000976,View,Mobile,App,8.8,
I000000710,2023-12-06,C007144,P002106,Save,Mobile,Web,11.3,
I000000711,2023-05-14,C006393,P000811,View,,Web,7.5,
I000000712,2024-12-11,C006032,P002158,View,Mobile,Web,7.3,
I000000713,2024-09-25,C001549,P002683,Inquiry,Desktop,Web,6.2,0.719
I000000714,2025-02-08,C003818,P002961,View,Mobile,Web,6.6,
I000000715,2024-10-05,C002125,P003438,Inquiry,Mobile,Web,5.4,0.147
I000000716,2023-05-15,C006341,P001547,Save,Mobile,Web,6.4,
I000000717,2024-02-03,C006344,P001360,Save,Mobile,Web,8.1,
I000000718,2024-02-12,C004251,P004171,View,Mobile,App,7.4,
I000000719,2023-06-22,C002832,P001345,View,Mobile,App,19.5,
I000000720,2023-10-14,C003071,P003046,View,Desktop,App,8.3,
I000000721,2022-10-06,C000046,P003395,View,Desktop,Web,11.1,
I000000722,2024-03-26,C000929,P002354,Inquiry,Mobile,Web,10.2,0.474
I000000723,2023-03-20,C000603,P002347,View,Desktop,Web,10.5,
I000000724,2023-10-01,C003921,P000533,View,Mobile,Web,8.3,
I000000725,2024-10-27,C004162,P001295,View,Mobile,App,8.8,
I000000726,2023-08-31,C003444,P003242,Offer,Mobile,Web,12.3,0.373
I000000727,2024-09-18,C000459,P000941,Inquiry,Mobile,Web,5.1,0.255
